"Department.Code","Department.Name","Program.Code","Program.Name","Fund.Code","Source.Fund.Code","Source.Fund.Name","Account.Code","Account.Name","Budget","Positions"
"65","Disability","6504","AIDS Coordinator's Office","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2011-12 Adopted Budget",4
"65","Disability","6550","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",5
"66","Personnel","6601","Public Safety Employment","100","100","General Fund","POSCOMM","Commissioner Positions","2011-12 Adopted Budget",5
"66","Personnel","6601","Public Safety Employment","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",90
"66","Personnel","6601","Public Safety Employment","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2011-12 Adopted Budget",18
"66","Personnel","6602","Employee Selection","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",56
"66","Personnel","6603","Workers' Compensation and Safety","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",108
"66","Personnel","6604","Employee Benefits","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",26
"66","Personnel","6605","Occupational Health","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",31
"66","Personnel","6606","Custody Medical Care","100","100","General Fund","POSAN","As Needed Positions","2011-12 Adopted Budget",1
"66","Personnel","6606","Custody Medical Care","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",37
"66","Personnel","6607","Equal Employment Opportunity","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",11
"66","Personnel","6608","Employee Training and Development","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",4
"66","Personnel","6650","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",25
"68","City Planning","6801","Citywide Planning","100","100","General Fund","POSCOMM","Commissioner Positions","2011-12 Adopted Budget",54
"68","City Planning","6801","Citywide Planning","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",10
"68","City Planning","6801","Citywide Planning","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2011-12 Adopted Budget",2
"68","City Planning","6802","Community Planning","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",71
"68","City Planning","6802","Community Planning","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2011-12 Adopted Budget",3
"68","City Planning","6803","Historic Resources","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",5
"68","City Planning","6804","Development Services","100","100","General Fund","POSAN","As Needed Positions","2011-12 Adopted Budget",9
"68","City Planning","6804","Development Services","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",74
"68","City Planning","6804","Development Services","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2011-12 Adopted Budget",17
"68","City Planning","6850","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",36
"68","City Planning","6850","General Administration and Support","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2011-12 Adopted Budget",2
"70","Police","7001","Field Forces","100","100","General Fund","POSCOMM","Commissioner Positions","2011-12 Adopted Budget",12
"70","Police","7001","Field Forces","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",445
"70","Police","7001","Field Forces","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2011-12 Adopted Budget",6795
"70","Police","7001","Field Forces","100","100","General Fund","RESSW","Sworn Resolution Authority Positions","2011-12 Adopted Budget",68
"70","Police","7003","Specialized Investigation","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",503
"70","Police","7003","Specialized Investigation","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2011-12 Adopted Budget",1741
"70","Police","7004","Custody of Persons and Property","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",497
"70","Police","7004","Custody of Persons and Property","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2011-12 Adopted Budget",38
"70","Police","7005","Traffic Control","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",61
"70","Police","7005","Traffic Control","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2011-12 Adopted Budget",771
"70","Police","7047","Personnel Training and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",189
"70","Police","7047","Personnel Training and Support","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2011-12 Adopted Budget",384
"70","Police","7048","Departmental Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",1119
"70","Police","7048","Departmental Support","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2011-12 Adopted Budget",59
"70","Police","7048","Departmental Support","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2011-12 Adopted Budget",1
"70","Police","7049","Technology Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",140
"70","Police","7049","Technology Support","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2011-12 Adopted Budget",33
"70","Police","7050","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",78
"70","Police","7050","General Administration and Support","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2011-12 Adopted Budget",249
"70","Police","7051","Internal Integrity and Standards Enforcement","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",165
"70","Police","7051","Internal Integrity and Standards Enforcement","100","100","General Fund","POSSW","Sworn Regular Authority Positions","2011-12 Adopted Budget",410
"74","Board of Public Works","7401","Office of Community Beautification","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",8
"74","Board of Public Works","7402","Project Restore","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",1
"74","Board of Public Works","7403","Public Works Accounting","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",57
"74","Board of Public Works","7404","Public Works Personnel Services","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",13
"74","Board of Public Works","7405","Public Works Board and Board Secretariat","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",16
"78","Bureau of Engineering","7803","Clean Water Infrastructure","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",306
"76","Bureau of Contract Administration","7601","Construction Inspection","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",190
"76","Bureau of Contract Administration","7601","Construction Inspection","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2011-12 Adopted Budget",73
"76","Bureau of Contract Administration","7602","Contract Compliance","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",23
"76","Bureau of Contract Administration","7602","Contract Compliance","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2011-12 Adopted Budget",18
"76","Bureau of Contract Administration","7650","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",17
"78","Bureau of Engineering","7802","Stormwater Facilities Engineering","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",26
"78","Bureau of Engineering","7804","Development Services and Permits","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",74
"78","Bureau of Engineering","7805","Mobility","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",49
"78","Bureau of Engineering","7805","Mobility","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2011-12 Adopted Budget",41
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",97
"78","Bureau of Engineering","7807","Public Buildings and Open Spaces","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2011-12 Adopted Budget",4
"78","Bureau of Engineering","7809","General Public Improvements Engineering","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",14
"78","Bureau of Engineering","7810","Land Records","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",10
"78","Bureau of Engineering","7849","General Mapping and Survey Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",42
"78","Bureau of Engineering","7850","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2011-12 Adopted Budget",83
