"Dept.Code","Department.Name","Program.Code","Program.Name","Fund.Code","Fund.Name","Account.Code","Account.Name","Fiscal.Year","Revenue.Amount"
"39","Finance","100","Revenue Management","General Fund","4902","Interest On Pooled Invest-Gen Fund","3.94E+12","2014_15_actuals",15619234
"39","Finance","100","Revenue Management","General Fund","5122","Attorney Fees","3.94E+12","2014_15_actuals",16601
"39","Finance","100","Revenue Management","General Fund","5123","Accident Collections","3.94E+12","2014_15_actuals",203693
"39","Finance","100","Revenue Management","General Fund","5171","City Atty Collection Services","3.94E+12","2014_15_actuals",90303
"39","Finance","100","Revenue Management","General Fund","5175","Collection Fee","3.94E+12","2014_15_actuals",400910
"39","Finance","100","Revenue Management","General Fund","5188","Miscellaneous Revenue-Others","3.94E+12","2014_15_actuals",206297
"39","Finance","100","Treasury Services","General Fund","4595","Service To Airports","3.94E+12","2014_15_actuals",215494
"39","Finance","100","Treasury Services","General Fund","4596","Service To Water & Power","3.94E+12","2014_15_actuals",685863
"39","Finance","100","Treasury Services","General Fund","4597","Service To Harbor","3.94E+12","2014_15_actuals",234139
"39","Finance","100","Treasury Services","General Fund","4651","Miscellaneous Service Charges","3.94E+12","2014_15_actuals",2675176
"39","Finance","100","Treasury Services","General Fund","4657","St Improv Bond Serv Fees","3.94E+12","2014_15_actuals",1033
"39","Finance","100","Treasury Services","General Fund","5328","Sewer Cons & Main Related Cost","3.94E+12","2014_15_actuals",252997
"39","Finance","100","LATAX System Support","General Fund","4332","Bad Check Collection Fees","3.94E+12","2014_15_actuals",5454
"39","Finance","100","LATAX System Support","General Fund","4339","Miscellaneous Gov't Services","3.94E+12","2014_15_actuals",5850
"39","Finance","100","Customer Service","General Fund","5165","W&P Reim Utility User Tx Exemp","3.94E+12","2014_15_actuals",44501
"39","Finance","100","General Administration and Support","General Fund","5168","Reimb Of Prior Year Salary","3.94E+12","2014_15_actuals",18
"40","General Services","100","Custodial Services","General Fund","5301","Reimb From Other Funds","4.04E+12","2014_15_actuals",26961
"40","General Services","100","Custodial Services","General Fund","5370","Cost Reimbursement From Library","4.04E+12","2014_15_actuals",3055701
"40","General Services","100","Building Maintenance","General Fund","5301","Reimb From Other Funds","4.04E+12","2014_15_actuals",2249
"40","General Services","100","Building Maintenance","General Fund","5370","Cost Reimbursement From Library","4.04E+12","2014_15_actuals",4065406
"40","General Services","100","Construction Forces","General Fund","4595","Service To Airports","4.04E+12","2014_15_actuals",3150816
"40","General Services","100","Construction Forces","General Fund","5301","Reimb From Other Funds","4.04E+12","2014_15_actuals",30161
"40","General Services","100","Real Estate Services","General Fund","4931","Lease & Rental Of City Properties","4.04E+12","2014_15_actuals",910679
"40","General Services","100","Real Estate Services","General Fund","4933","Figueroa Plaza Revenue","4.04E+12","2014_15_actuals",6695589
"40","General Services","100","Real Estate Services","General Fund","4951","Oil Royalties & Rentals","4.04E+12","2014_15_actuals",188168
"40","General Services","100","Real Estate Services","General Fund","5126","Fire Insurance Proceeds","4.04E+12","2014_15_actuals",18983300
"40","General Services","100","Real Estate Services","General Fund","5141","Sale Of Surplus Property","4.04E+12","2014_15_actuals",1592976
"40","General Services","100","Real Estate Services","General Fund","5301","Reimb From Other Funds","4.04E+12","2014_15_actuals",30500
"40","General Services","100","Parking Services","General Fund","5301","Reimb From Other Funds","4.04E+12","2014_15_actuals",553760
"40","General Services","100","Parking Services","General Fund","5361","Related Cost Reimb-Others","4.04E+12","2014_15_actuals",225559
"40","General Services","100","Emergency Management and Special Services","General Fund","5370","Cost Reimbursement From Library","4.04E+12","2014_15_actuals",301587
"40","General Services","100","Fleet Services","General Fund","4595","Service To Airports","4.04E+12","2014_15_actuals",155786
"40","General Services","100","Fleet Services","General Fund","5301","Reimb From Other Funds","4.04E+12","2014_15_actuals",1362439
"40","General Services","100","Fleet Services","General Fund","5308","Helicopter Flight Reimb","4.04E+12","2014_15_actuals",1083586
"40","General Services","100","Fleet Services","General Fund","5325","Reimb-Multi Family Bulky Item","4.04E+12","2014_15_actuals",215806
"40","General Services","100","Fleet Services","General Fund","5328","Sewer Cons & Main Related Cost","4.04E+12","2014_15_actuals",1231950
"40","General Services","100","Fleet Services","General Fund","5338","Stormwtr Pollu Abate Rel Cost","4.04E+12","2014_15_actuals",106423
"40","General Services","100","Fleet Services","General Fund","5342","St Lighting Assess Rel Cost","4.04E+12","2014_15_actuals",103373
"40","General Services","100","Fleet Services","General Fund","5345","Sanit Equip Chg Acq Fd Rel Cost","4.04E+12","2014_15_actuals",14217492
"40","General Services","100","Fleet Services","General Fund","5370","Cost Reimbursement From Library","4.04E+12","2014_15_actuals",61617
"40","General Services","100","Fuel and Environmental Compliance","General Fund","5161","Reimbursement Of Expenditures","4.04E+12","2014_15_actuals",1460183
"40","General Services","100","Fuel and Environmental Compliance","General Fund","5301","Reimb From Other Funds","4.04E+12","2014_15_actuals",310
"40","General Services","100","Standards and Testing Services","General Fund","3242","B Permits","4.04E+12","2014_15_actuals",2300
"40","General Services","100","Standards and Testing Services","General Fund","4227","Laboratory Testing Fees","4.04E+12","2014_15_actuals",3685562
"40","General Services","100","Standards and Testing Services","General Fund","5304","Gas Tax Projects","4.04E+12","2014_15_actuals",625845
"40","General Services","100","Standards and Testing Services","General Fund","5328","Sewer Cons & Main Related Cost","4.04E+12","2014_15_actuals",335583
"40","General Services","100","Standards and Testing Services","General Fund","5340","Prop C Antigridlock Rel Cost","4.04E+12","2014_15_actuals",149125
"40","General Services","100","Standards and Testing Services","General Fund","5367","Measure R Traffic Relief Oh Reimb","4.04E+12","2014_15_actuals",340127
"40","General Services","100","Supply Management","General Fund","5142","Salvage Receipts","4.04E+12","2014_15_actuals",2121070
"40","General Services","100","Supply Management","General Fund","5328","Sewer Cons & Main Related Cost","4.04E+12","2014_15_actuals",2303157
"40","General Services","100","Supply Management","General Fund","5342","St Lighting Assess Rel Cost","4.04E+12","2014_15_actuals",204561
"40","General Services","100","Supply Management","General Fund","5345","Sanit Equip Chg Acq Fd Rel Cost","4.04E+12","2014_15_actuals",1501128
"40","General Services","100","Mail Services","General Fund","4600","Service To Lacers","4.04E+12","2014_15_actuals",93148
"40","General Services","100","Mail Services","General Fund","4602","Charge-Back Pensions","4.04E+12","2014_15_actuals",37553
"40","General Services","100","Mail Services","General Fund","5328","Sewer Cons & Main Related Cost","4.04E+12","2014_15_actuals",113607
"40","General Services","100","General Administration and Support","General Fund","4228","Misc General Services Receipts","4.04E+12","2014_15_actuals",30
"40","General Services","100","General Administration and Support","General Fund","4332","Bad Check Collection Fees","4.04E+12","2014_15_actuals",105
"40","General Services","100","General Administration and Support","General Fund","5168","Reimb Of Prior Year Salary","4.04E+12","2014_15_actuals",7465
"40","General Services","100","General Administration and Support","General Fund","5188","Miscellaneous Revenue-Others","4.04E+12","2014_15_actuals",734442
"40","General Services","100","General Administration and Support","General Fund","5328","Sewer Cons & Main Related Cost","4.04E+12","2014_15_actuals",44315
"40","General Services","100","General Administration and Support","General Fund","5741","Other Financing Sources","4.04E+12","2014_15_actuals",469532
"43","Housing and Community Investment","100","Finance and Development","General Fund","5329","Rent Control Related Cost","4.34E+12","2014_15_actuals",275961
"43","Housing and Community Investment","100","Finance and Development","General Fund","5334","Community Dev Tr Related Cost","4.34E+12","2014_15_actuals",310362
"43","Housing and Community Investment","100","Finance and Development","General Fund","5335","Community Svcs Adm Gr Rel Cost","4.34E+12","2014_15_actuals",31079
"43","Housing and Community Investment","100","Finance and Development","General Fund","5341","Home Invest Prtnrship Rel Cost","4.34E+12","2014_15_actuals",88020
"43","Housing and Community Investment","100","Finance and Development","General Fund","5344","Hsg Opp Persons W/ Aids Rel Cost","4.34E+12","2014_15_actuals",7193
"43","Housing and Community Investment","100","Finance and Development","General Fund","5346","Related Cost Reimb Fr Grants","4.34E+12","2014_15_actuals",53702
"43","Housing and Community Investment","100","Finance and Development","General Fund","5351","Code Enforcement Rel Cost","4.34E+12","2014_15_actuals",873249
"43","Housing and Community Investment","100","Finance and Development","General Fund","5361","Related Cost Reimb-Others","4.34E+12","2014_15_actuals",149788
"43","Housing and Community Investment","100","Finance and Development","General Fund","5363","Related Cost - Arra","4.34E+12","2014_15_actuals",7456
"43","Housing and Community Investment","100","Finance and Development","General Fund","5366","Federal Emerg Shelter Rel Cost","4.34E+12","2014_15_actuals",3495
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5329","Rent Control Related Cost","4.34E+12","2014_15_actuals",148654
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5334","Community Dev Tr Related Cost","4.34E+12","2014_15_actuals",167185
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5335","Community Svcs Adm Gr Rel Cost","4.34E+12","2014_15_actuals",16741
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5341","Home Invest Prtnrship Rel Cost","4.34E+12","2014_15_actuals",47415
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5344","Hsg Opp Persons W/ Aids Rel Cost","4.34E+12","2014_15_actuals",3874
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5346","Related Cost Reimb Fr Grants","4.34E+12","2014_15_actuals",28928
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5351","Code Enforcement Rel Cost","4.34E+12","2014_15_actuals",470399
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5361","Related Cost Reimb-Others","4.34E+12","2014_15_actuals",80688
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5363","Related Cost - Arra","4.34E+12","2014_15_actuals",4017
"43","Housing and Community Investment","100","Affordable Housing Asset Management","General Fund","5366","Federal Emerg Shelter Rel Cost","4.34E+12","2014_15_actuals",1883
"43","Housing and Community Investment","100","Strategic Planning and Policy Development","General Fund","5329","Rent Control Related Cost","4.34E+12","2014_15_actuals",129879
"43","Housing and Community Investment","100","Strategic Planning and Policy Development","General Fund","5334","Community Dev Tr Related Cost","4.34E+12","2014_15_actuals",146070
"43","Housing and Community Investment","100","Strategic Planning and Policy Development","General Fund","5335","Community Svcs Adm Gr Rel Cost","4.34E+12","2014_15_actuals",14627
"43","Housing and Community Investment","100","Strategic Planning and Policy Development","General Fund","5341","Home Invest Prtnrship Rel Cost","4.34E+12","2014_15_actuals",41426
