Department Code,Department Name,Program Code,Program Name,Fund Code,Fund Name,Source Fund Code,Source Fund Name,Budget Request Description,Budget Request Category,Budget Object Code,Audit Budget Object Name,One Time/ On-going,2021-22 (Proposed) Incremental change from 2020-21 Adopted Budget,2021-22 (Adopted) Incremental change from 2020-21 Adopted Budget
08,Building and Safety,0814,Residential Inspection,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-2669,-2669
08,Building and Safety,0814,Residential Inspection,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,723,723
08,Building and Safety,0814,Residential Inspection,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-1299682,-1299682
08,Building and Safety,0814,Residential Inspection,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),"Deletion of One-Time Overtime, and Expense",2-Deletion of One-Time Services,003310,Transportation,01,-41819,-41819
08,Building and Safety,0814,Residential Inspection,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Residential Inspection,3-Continuation of Services,001010,Salaries General,01,636091,636091
08,Building and Safety,0814,Residential Inspection,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Residential Inspection,3-Continuation of Services,003310,Transportation,01,16920,16920
08,Building and Safety,0814,Residential Inspection,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Residential Inspector Training Program,3-Continuation of Services,001010,Salaries General,01,790462,790462
08,Building and Safety,0814,Residential Inspection,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Residential Inspector Training Program,3-Continuation of Services,003310,Transportation,01,31020,31020
08,Building and Safety,0814,Residential Inspection,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,241154,241154
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,100,General Fund,2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-1214,-1214
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,100,General Fund,2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,221,221
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,100,General Fund,Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,100886,100886
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,100,General Fund,Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,47190,47190
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,346,Repair & Demolition Fund (Sch. 29),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-80,-80
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,346,Repair & Demolition Fund (Sch. 29),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,15,15
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,346,Repair & Demolition Fund (Sch. 29),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,6655,6655
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,346,Repair & Demolition Fund (Sch. 29),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,3113,3113
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,46F,Off-Site Sign Periodic Inspection Fee Fund (Sch. 29),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-57,-57
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,46F,Off-Site Sign Periodic Inspection Fee Fund (Sch. 29),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,10,10
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,46F,Off-Site Sign Periodic Inspection Fee Fund (Sch. 29),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,4725,4725
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,46F,Off-Site Sign Periodic Inspection Fee Fund (Sch. 29),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,2212,2212
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-15379,-15379
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,2615,2615
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Airport Inspection,3-Continuation of Services,001010,Salaries General,01,764508,764508
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Airport Inspection,3-Continuation of Services,003310,Transportation,01,16920,16920
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Commercial Building Inspection,3-Continuation of Services,001010,Salaries General,01,107012,107012
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Commercial Building Inspection,3-Continuation of Services,003310,Transportation,01,2820,2820
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Commercial Inspector Training Program,3-Continuation of Services,001010,Salaries General,01,1006042,1006042
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Commercial Inspector Training Program,3-Continuation of Services,003310,Transportation,01,39480,39480
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Commercial Plumbing Inspection,3-Continuation of Services,001010,Salaries General,01,213696,213696
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Commercial Plumbing Inspection,3-Continuation of Services,003310,Transportation,01,5640,5640
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Construction Sign Inspection Program,3-Continuation of Services,001010,Salaries General,01,156428,156428
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Construction Sign Inspection Program,3-Continuation of Services,003310,Transportation,01,2820,2820
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-5011684,-5011684
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),"Deletion of One-Time Overtime, and Expense",2-Deletion of One-Time Services,003310,Transportation,01,-125929,-125929
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Electrical Inspection,3-Continuation of Services,001010,Salaries General,01,583292,583292
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Electrical Inspection,3-Continuation of Services,003310,Transportation,01,12910,12910
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Electrical Inspection Airport Support,3-Continuation of Services,001010,Salaries General,01,317576,317576
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Electrical Inspection Airport Support,3-Continuation of Services,003310,Transportation,01,8460,8460
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Elevator Inspection,3-Continuation of Services,001010,Salaries General,01,352099,352099
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Elevator Inspection,3-Continuation of Services,003310,Transportation,01,8460,8460
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Fire Sprinkler Inspection,3-Continuation of Services,001010,Salaries General,01,235575,235575
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Fire Sprinkler Inspection,3-Continuation of Services,003310,Transportation,01,5640,5640
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Major Projects,3-Continuation of Services,001010,Salaries General,01,639185,639185
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Major Projects,3-Continuation of Services,003310,Transportation,01,14100,14100
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,597331,597331
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Soft-Story Inspection,3-Continuation of Services,001010,Salaries General,01,983633,983633
08,Building and Safety,0815,Commercial Inspection and Licensing,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Soft-Story Inspection,3-Continuation of Services,003310,Transportation,01,25380,25380
08,Building and Safety,0816,Development Services Case Management,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-11480,-11480
08,Building and Safety,0816,Development Services Case Management,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,1736,1736
08,Building and Safety,0816,Development Services Case Management,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Cannabis Business Case Management,3-Continuation of Services,001010,Salaries General,01,242289,242289
08,Building and Safety,0816,Development Services Case Management,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Cannabis Business Case Management,3-Continuation of Services,003310,Transportation,01,860,860
08,Building and Safety,0816,Development Services Case Management,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Citywide Business Case Management,3-Continuation of Services,001010,Salaries General,01,649488,649488
08,Building and Safety,0816,Development Services Case Management,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Citywide Business Case Management,3-Continuation of Services,003310,Transportation,01,4540,4540
08,Building and Safety,0816,Development Services Case Management,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Concierge Services Program,3-Continuation of Services,001010,Salaries General,01,835650,835650
08,Building and Safety,0816,Development Services Case Management,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Concierge Services Program,3-Continuation of Services,003310,Transportation,01,2580,2580
08,Building and Safety,0816,Development Services Case Management,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-3376102,-3376102
08,Building and Safety,0816,Development Services Case Management,100,General Fund,48R,Building and Safety Building Permit Fund (Sch. 40),"Deletion of One-Time Overtime, and Expense",2-Deletion of One-Time Services,003310,Transportation,01,-29461,-29461
